comment,star
菜是不错，服务真的太差了，希望能够改善一下,1
跟老公和妈妈团购来的，服务员的态度很好，菜的口味也很赞，就是菜量有些小，呵呵！不过妈妈吃的很开心，下次会继续关顾！,5
菜量小不说…最后那个奶茶瓶子告诉我可以带走但没有告知我是需要10块钱的。消费不透明。总之不会去第二次。,2
这是一家把顾客都当贼的店，所以没进去吃。事情经过如下：我们在门口等座，我在一边喝水，我媳妇问服务员要菜单看一下，服务员表示只有一本，其他顾客正在看。我媳妇提出，可否再拿一本来，早决定好吃什么，也给他们省时间，提高翻台率。服务员表示不可以，我媳妇就离开了。服务员可能没看到我现在旁边（要是她明知道我在旁边，还那么说，那就太恶劣了～），看我媳妇离开后，对正在看菜单的那对顾客说，要是放两本菜单在外面，你一转身，顾客就给拿走了。我就想问：你家菜单是什么做的？你当天津人都穷疯了？我也不是他们爸妈，没义务教育他们，只想劝他们一句，心有多大，企业才能做多大！朋友们还去不去的，自己掂量吧。,1
就是普通的家常菜改个好听的名字而已，价高量小，很不实惠，以后不会再去了,2
菜不是很好吃而且品种少，不太喜欢！,2
总体感觉没有北京的店好，包含菜的味道和种类。本来爱喝的梨汤也变得好稀，感觉水兑多了。也不是那年从北京背好几瓶回天津时的味道！坐下点菜好几道菜都没有。这次点的鲜贝烧茄子、缸子肉、牛肉烩饭还凑乎。,2
跟老公去大悦城玩儿的时候吃的，味道真的还不错哦！这家店是一对年轻的小两口自主创业开的店，环境很不错，菜品的质量也不错，是以西餐为主的很有情调的小店，是我喜欢的范儿，等孩子放假了也带孩子去尝尝，孩子肯定会喜欢哒！不过这次去可能是太饿了才吃上的忘了拍照了，下次再去一定补上！,5
心烦，味道先不提了，上菜速度奇慢，奇慢，奇慢，4个菜愣是上了一个小时都没上完也是醉了，每次问都是马上好马上好，我次奥，真是心力交瘁,1
服务态度非常恶劣，味道一般般！不值,1
老板特别热情，会聊天，大家在那等位置还特高兴，饭菜性价比还不错，就是有点油腻,4
姐夫请客来的这里，人超级多的情况下，环境自然就会嘈杂一些，蜜汁梅肉没有比尔的好吃，但烤羊肉的味道很好，玉米加了炼乳也很美味，其它烤肉也都不错，热菜凉菜炸食也很丰富，一样偿几口就饱了。有热茶可以配这点真的很满意??。,4
周末和父母一起去吃饭，选择了这家餐厅，店如其名，非常有天津味道的一家餐厅，都是老天津的味道，简直不要太好吃。菜品量大价格也不贵，爸爸妈妈一直给我点赞，说我推荐的餐厅还真不错??，以后还会推荐给我的好朋友们，??????????,5
以前听朋友说好吃，挺期待的。今天去的，厨师打死卖盐的了。。还是把老抽当生抽用了。。只吃出了咸，没吃出香来。有个服务员态度真心不好。,2
朋友要回家四个人中午团购去的，挺实惠的说实话，吃到快完事，在那个草莓上冒出来一条死虫子，那叫一个恶心，叫来经理说了一堆，明显能力不够！矫情半天说送我们几个杯子完事！咱也不想矫情了，这么大个店这种处事方式很让人接受不了，反正是再也不想去了，我们同事都说害怕了，以前都经常在这里吃的，希望贵公司领导能注意自身品质，只有顾客满意了，你才能生存下去！,1
环境还可以??装修的不错??不过菜做的真心很一般??还没我对象做的好吃了??感觉有点坑爹??一次管够??奶茶味道还行,2
现在这种烤肉店越来越少了，就当是回忆以前吧，性价比肯定不错~,4
很好很好没有让我失望??下次还要去,5
环境确实不错，在大学城骑鹅公社内，靠窗的位置不多，味道真心不如白堤路凤荷园那家，价位比凤荷园贵，味道却对不起价钱，当时是什么节日来着，忘记了，服务员一直推荐什么烤半鸡，烤全鸡，说过了这几天就没有，最后点了一个半鸡，真心上当，也没有手套之类的，给了个西餐刀，基本没吃饭什么肉，切哪哪骨头，哎！不会再去了，吃娜娜家还是凤荷园吧！,2
一直喜欢着，有段时间不来就有点想念了,5
五点四十拿到号，如果等位的话要八点四十才能等到位子（微信可以看到前面有多少桌）还好明智的选择坐吧台，就是桌子凳子有点高，但没有觉得不好呢。榴莲千层蛋糕很合我的口味，里面还有榴莲果肉，烟花妓女意面和猪肋排都有点辣，不吃辣的人就不评价了，下次可以尝试墨鱼意面～奶酪罐子甜甜的，喜欢甜食的亲可以吃吃看哦～餐厅座位不是很多，好多人会一直聊好久，所以才会等那么久吧～整体味道不错，但是如果等三个小时就有点不值得了～,4
很少发差评，但第一次在这的用餐经历实在很糟糕，从不到5点拿了个大桌号，一直等到8点多才能入席，要不是我们一大家子人多，那个时间去哪排都得等，否则我们绝不会再那干等那么久。而且可气的是5点拿完号，明明有空大桌确一直不喊号，到了5点40才开始喊，对于等了那么久的顾客也没有任何情感上的安慰，一副完全谁让你乐意等的态度，这点服务意识比起海底捞等差远了！实际菜品也很一般，门口提示严禁吸烟，却不制止吸烟行为，完全没有考虑大多数顾客的感受，总之印象很差，再也不会来了！,1
店有点难找，门面不太起眼，来的时候碰上一家人也是费劲的找到这里；店面装修还不错，不大但是有好几层；说是天津菜，但是基本上都有改动，真没发现太好吃的，八珍豆腐竟然放的千叶豆腐，不是改良是改烂了啊；酸奶还可以，奶茶的杯子很可爱，其他菜口味偏重，味道就不评价了，只能说这次被大众点评坑害的好惨啊T_T；另外走的时候又碰到进店时那家人，给的评价是真难吃，还不如小区门口的盒饭。朋友和家人都不喜欢，不会再来了，另外大众点评好评多的原因大概是因为好评返现吧？这就别跟淘宝学了吧？,1
没有传说的那么好吃，菜品很咸，上菜速度慢,4
真心不知道为什么那么多人排队??太难吃了??一桌子菜基本都剩下了,1
菜太太咸了，齁咸齁咸的，不满意,2
今天跟小伙伴来娜娜家吃饭，本来11点40多到齐的，11.50多点完餐，之后就没人理我们了，我们中间问过一次服务员，她说给催下餐，最后等到12点半还没有上菜，后来找个服务员，才说你们来没有点餐，当时小伙伴幸亏拍了照片给他们看，说点完餐之后就没人理我们，也不结算费用，我说之前问服务员还说催餐，那都是催鬼啊？什么都不问就催餐？你知道什么就催，也不具体问下，导致我们12点40多才点上餐，我们还有1点的电影都耽误了，上菜也非常慢，说都要半个小时才能上，那我们之前耽误的谁给算，我们主食都吃完了，沙拉都没有上，我们就不要了就要退，跟服务员说完了，不理我们，后来我们就是不要了，但是说未经允许不许退，我就奇怪了，我们在还没上之前很长时间就说都吃完了沙拉不上，我们不要了，之后自称是经理的一个男的，后来说给退了，服务员们就一个个跟大爷似的，怎么叫也不过来，最后还是我亲自过去请过来的！这次是在外面吃饭一来最不好的一次，以后也不会再去，也建议其他没有去过的顾客们慎重选择，不仅服务态度差，菜色也一般，相信不会再去尝试，觉得做服务行业的除了菜品，更要注重服务质量,1
合口味，很喜欢上次在北京就错过了，幸好天津也有了，虽然排队将近1个小时，实在是暗暗忍耐，吃个饭不容易啊。??干酪鱼，小吊梨汤??基本是每桌必点干酪鱼:外形漂亮??不忍动筷??味道不错梨汤:??要了一壶??铜壶看着不大??实际汤不少呢??小茶杯略小??一杯杯的品??更显梨汤很多，如果喝不了可以买个小玻璃瓶??打包带走??小煎猪肝:虽然脂肪含量高，但是好这口??偶尔吃吃也是好的豌豆黄，芸豆糕??也是传统味道??凉凉??甜甜吃着爽口肉龙:很厚实??感觉肉和面一样的厚??分量很足两人没吃了还有个什么排骨??忘记名字了??看着不大的一碗，吃起来肉也不少希望一直保持水准，推荐??还会再吃,5
恒隆里的吃的都挺火的，环境嘛新开没多久自然也是很好。看不出是哪个菜系，推荐菜里有锅包肉，就权当他是东北菜吧，但是锅包肉感觉做的很一般，肉都炸老了，嚼不动，熏排骨很香很好吃，推荐！,4
人很多，饭点需要等位，种类齐全，肉品新鲜，味道特别好吃。,5
口味偏甜??推荐手撕奶香饼??甜度适中??奶香十足而不腻??油量可以接受??不过没拍照,4
地道天津味，怀念的味道，却又不失新颖，,5
因为等号过时，排了两次号才吃到的，真的很失望????或许是碰巧的原因，总体印象很咸，口重的吃比较合适。,2
前几天家人过生日来这边吃，等位等了一个小时。点菜最后落下了一个，这个没啥，可能店员忙起来没听清楚菜名落下了一个。但吧台负责做饮料的服务员尝我点的柠檬茶干嘛？用搅拌勺尝完了还放回去继续搅拌，要不是我们位置正好对着吧台看见这一幕，我是不是就要喝她口水了？上饮料时，我问她“你们做饮料都要尝吗？”她回答“我们不尝不知道里面缺什么”，一副“你太大惊小怪了”的样子，我哭笑不得的问“那你尝完了再放回来搅拌？”，她才说我重新做一杯。但我也不敢再喝了，果断退了饮料。,1
很难吃，口味偏酸，一个吃货都会不爱吃，真奇怪怎么会那么多人排队，而且基本没摆盘，是太忙了么，服务员一直催旁桌给人家撤盘子……这点很不好,1
菜品总的说还说到的过去，没觉得有什么特色，熏肉那个吃起来味道已经发苦了，希望改进。月牙骨炖豆角月牙骨在哪？全是肥肉。可能去用餐时比较晚排号是门口服务员很不耐烦啊。点餐时服务员一边点一边用对讲机跟别人聊天。这感觉很不好，希望能多注意。真的没什么让我再次用餐的理由(>_<??),1
来吃过几次了，东北菜的口味，熏排骨很入味，吃起来挺过瘾的，烤蛏子味道不错，锅包肉酸酸甜甜的，得趁热吃，大拉皮麻酱很多，可以适量加，三杯鸡味道一般，不是很正宗，总体来说性价比还是挺高的,4
转了一圈最后找到这里。本来看标签是天津菜才来的，结果发现不是想象中的那种。比较小清新，适合情侣约会。送了两杯酸奶。点了个剔牙鸡，还有强抱洋白菜，吃了一阵才想起来拍照。超喜欢进化的那副画！！！剔牙鸡不错哦。洋白菜一般咯喜欢这个盘子！！！,4
中规中矩吧??没什么特色??但也不难吃??只能说是中规中矩??门口有哈根达斯的优惠??可以吃??唯一亮点了,4
真是想不通为什么这么多人排队，难吃的要死。首先先说他们这特色奶香手撕饼，奶香味让人闻了就恶心的吃不下。铁板的茄子不知道里面夹的什么肉还有一股味。又甜又腻，吃了两口就不想吃了。就那个豆腐还行，将就着吃了几口。永远永远不会再来了。,2
这家长草很久??听说不错??健身后第一次吃自助??不是周末????但排队的人依旧很多??必须提前取号才行??服务员引位秩序井然??卫生状况佳??自取菜品种类挺多的??而且都挺好吃的??不像别家的自取食物难以下咽??饮料也没有怪味??这点挺不错的??甜品区的阿姨人很好??告诉我两分钟后有热蛋挞出炉??等下再拿??别拿冷掉的??推荐豆浆??芝士蛋糕??还有水果??烤肉方面也很不错??切肉小哥会主动问你是否需要??而且想多吃可以多给??非常赞??推荐烤虾??烤鸡翅??烤鸡??培根金针菇卷??还有烤鱿鱼??槽点是只能现金支付??不过这个可以理解??总之这次自助餐不虚此行??挺值的??给大家做个参考,4
今天的菜不知道怎么了，没有以前的好吃。尤其是蘑菇汤。羊排还可以。焗饭里面的根本就不热。,2
周六午餐，等位半个多小时。等位期间提供免费的柠檬水，炸虾片和煮鸡蛋（忘记名字了，好像叫什么果）。点了招牌的几个菜和梨汤。觉得甜品类更好吃。好评率挺高的果仁虾，我真心没觉有多好吃。梨汤也不是我的汤，因为不甜，不甜……整体感觉还不错，服务也很热情，还会再去的！,4
一直心心念念来这家，之前朋友来过，看评价不错。周末看完比赛特意过来拔草～～下午不到四点半到的，已经开始拿号了，人很多。四点三十五分开始叫号，先是大桌，然后四人桌最后小桌，第一批没进去，等了会又可以进了??三个人点了如菜单的菜，不少，不过他家菜量不是很大，最后就脱骨鸡剩了打包，其他都干净了??最爱吃的是小煎猪肝，很滑嫩不会老，口味也很好。梨汤很稠，虾球的那个虾炸的不错，不过下面的梨就一般了。脱骨鸡不错，有两种酱料可以蘸，肉也不少。红参肥牛略失望，原来红参是指红萝卜??烤鸭不便宜就点了鸭埔的也是卷着吃的不错。服务态度非常好，点完会提醒有的菜会慢有的会快，不好意思之类的。负责我们区域的有个小女孩挺好挺热情的??点个赞??,5
闺女很爱吃他家的熏排骨，连吃吃了几次，每次点的不同的菜都有惊喜,5
大众点评真的是代表大众口味吗？价格不便宜??但一点西餐味儿都没有意大利面竟然是甜口的？西班牙海鲜饭??是不是叫酱油焗饭更合适？焗土豆泥到底放了多少糖？娜娜家还需在原料和烹饪水平上下功夫??目前离同等价位其他西餐厅水准差的很远,1
很久没来滨江道这边了，听了朋友的介绍专门来这边尝尝，地点很好找，门面不是明显的也很容易找到了。店内的环境很有特点，有很多时尚元素。店不是很大，来吃饭的人特别多。店家的服务也很好，很喜欢的一家店，菜的味道很好，喜欢吃天津菜的可以来。,5
我都怀疑这些说菜好吃的都是买来的点评吧！这也叫好吃搞笑,2
很不错??依然的棒??去一次想去第二次??甜点做的味道太棒了??卖相也太好了??贵些也值了~~,5
整个就餐过程没有给我们拿白水。我找他要。他直接从旁边桌上端下来别人喝过水的壶。我说我不想喝别人桌上直接端下来给我的水。我跟他说。他直接就就站在我桌子前跟我喊。赶紧开除算了。影响顾客满意是会影响生意的。,1
味道很差劲。吃海参，说没有刀叉。海参明显是药发的。还吹牛十年老店。实物和菜单严重不符。上菜小哥，手指头都伸到菜里面了。不推荐！,2
服务员总体来说都很客气，可是东西真的不值这个价钱，蛋糕在冰柜里放的梆硬，意面少的可怜也有点咸，口味好是可以的，可能天津好吃的西餐真的为数不多才让大家别无选择的选择娜娜家吧，还有就是点菜真的很麻烦，花了这么多钱去了个大排档，也是醉了,1
昨天啥都没吃，就中午来这里吃了个午饭，下午开始狂拉肚子，跑厕所跑死了，扇贝不新鲜，去医院输液了要，再见吧就,1
里面挺大的，人不少，东西还算好吃,5
第二次去了，朋友们都说不错，性价比挺高,4
特别赞，是吃过最好的一次自助，环境特别好，服务态度也特别好，种类多，下次一定还来,5
说实话，烤肉很一般，和其他家没有什么区别，优点就是环境还可以，缺点很多，人不齐不让进，排队拿号过号作废，等待也没有水和零食吃，服务和海底捞差了十万八千里，要不是请客邀了朋友来直接就pass了,4
在恒隆里算比较火的一家了，所以早早就去了。17：00进店的，环境不错。要了大家都推荐的#锅包肉#??、#金牌烤蛏#??和#妈妈香熏骨#??，外加主食妈妈黄米烙，这个主食最先上来，外皮有些面包口感，里面夹着黏黄米，还行。#金牌烤蛏#??酱香味的，蛏子处理得比较干净。#锅包肉#??个人比较喜欢，炸得很酥脆，趁热吃最佳，不过不喜欢糖醋口的人慎选。#妈妈香熏骨#觉得一般，里面不入味，只在外面有些熏味，而且肉比较老。6点多人比较多了，有些嘈杂。整体可以。,4
浙江人，看那么多人排队口碑这么好才吃的，除了大拉皮和蛏子还行，其他连还行都算不上，招牌鱼丸汤肉很散，而且腥，牛腩煲一样的菜没法吃，蔬菜太老.非常失望，也有可能口味不同,2
没有像大家说的那么好，排队的人倒是不少，服务非常棒，环境个人不是很喜欢，有一些吵，娜娜家的奶酪罐子比较喜欢，剩下无感，可能不对我的胃口,2
商家光想挣钱，不为顾客着想，定做时和他们说两个孩子比较小，希望商家能照顾一下，商家都不听我说话，在电话里光听他说了！不人性化！,1
不知道送多少桌了??现在还是排队呢,2
昨天晚上去吃的，总体就是凑合吧，只能现金结账不太好，毕竟现在一个路边摊都能微信支付宝付钱，服务挺一般的，想坐在靠外一点的地方，被告知有预定，坐在里面吧，发东西特别慢，就是靠自助菜品吃饱的！再说口味吧，有个牛肉，根本咬不动！有待提高啊！,2
真不知道怎么那么火的，排队感受一次，绝对一次再也不会去了。慢，排队慢、点餐慢、上菜慢、叫服务员慢、拿东西慢。结账站在你眼前死盯，也不管你是否输密码。先结账后上菜，盯着结账后，你就看不见服务员了。各种听不见，各种看不见，很多菜中午不提供。最后的菜直接打包，等的已经不饿了。,1
还行吧，之前看点评上评价那么高，一直想来，这次终于如愿了！首先熏排骨做的还算地道，两个人点了小份都没吃完～手撕饼味道和口感也很不错，但是由于菜点多了，而且最后才上主食，吃了一口就打包回来了～干锅千页豆腐比较一般，味道对我而言有点重～拉皮量太大了，味道倒也可以～我们还点了一个芸豆什么猪肉的，这个实在不推荐！??????????????????下次可以约几个朋友一起来吃，还算行吧！,4
第四次去吃我就发誓以后再也不去了，简直太差了，水煮鱼没有一点味道，估计没放盐，烤蛏子上来时都是凉的,1
东西种类不少，味道也还行，还会再去。,5
味道太一般了，不知道五星好评哪来的,4
吃过的算是挺好的一家自助。。。,4
周末和同事一起去的，人挺多的，等了大概20多分钟，烤肉还不错，蜜汁梅肉偏甜个人不喜欢，其它还好，烤玉米更甜很腻，蛋挞和巧克力慕斯好吃，烤生蚝限量每人每次两只，偏小味道还行，其它菜还是可以，是性价比不错的自助，缺点现金支付，不能用支付宝或微信很不方便,5
晚上去的??????到的时候有点晚??????等候的人不是很多????????实物品种很多??????可能是因为时间的缘故??????服务员上的肉类相对少了??????环境还是可以的????????特色是棉花糖????感觉一下子回到了童年,4
在芸豆糕里吃出不明物体??没有想到啊??另，接到了点评的信息说由于有效信息过少不予展示，还是头一次遇到这种情况，再次没想到,2
人太多??人太多??人太多??重要的事说三遍,5
必须吐槽一下：北李妈妈菜馆的锅包肉太难吃了，味道怪的让人接受不了。不明白为什么大众点评大家都要推荐它，而且之前几次去都点不到这个菜。真是让我无语到家了，服务员态度还特别的差，再也不去了,1
5点出头到的已经在等位了，不过人不多啦等会儿就到????环境??，领到“何事惊慌”小包厢，4小桌挺安静比大厅好多了啦～推荐干酪鱼??梨汤（这一壶太多喝到爆炸）干了??素烧鹅也不错大家多吃菜；不推荐牛肉烩饭，可能和大众口味不同噢但确实觉得腻乎，肉块较大量大??,5
都挺好的。环境和感觉??菜饭样子颜色也很好??就是味道有点咸。美中不足,4
感觉和南京大牌档一个性质，人超多，不过距离饭点提前半小时就不会等位子。干酪鱼滑滑的QQ的，牛肉烩饭和家里炖得一样，肉满多的，但有点咸。素烧鹅很好吃的。菜整体感觉有点少。总体来说还算满意，下次会去尝其他的。,4
之前去一般，最近又去改变了好多，食物的种类增多了，味道也提升了，人也很旺，不错！,4
太差了，第一次去还好，一次不如一次，点个羊排问服务员辣吗，非说不辣，上来特别辣，孩子完全吃不了，果断退掉，结果就是最后的疙瘩汤不给上了，催了半天上来也是凉的，量还比原来少好多，明显的报复顾客，而且想点个别的菜也不给点了，这就是“素质”啊，不愧是东北人干的，“素质”真高，疙瘩汤最后也没喝，免得被服务员使坏，我也不推荐大家去了，高“素质”在那摆着，我可“消费”不起…,1
新店开业??五点拿的号????快七点才让进去????东西越来越贵??还不让自带饮料了！！！一块巧克力蛋糕卖40多块钱，基本上每样都要三四十块。点餐还得去前面排队，就两个平板有菜单，点餐又得等十几分钟，然后上菜，整个上菜过程要一小时，原因就是新开业，既然没准备好为什么要开业呢！！！！以前觉得娜娜家是亲民的，现在改高大上了，但只有价格高，普通的一份意面，女生都吃不太饱。,2
干锅没有点火，口水鸡像是方便面调料调出来的，一桌子菜就玉米饼还可以。服务员基本就等于没有。,1
上菜慢，口味咸，人很多，都是看大众点评来的,4
开门时间过了不久去了娜娜家??被告知四点以前没有主食??那就来块儿蛋糕吧??坐下等??真的快有半个小时才上??也不是现做的??冰箱里拿出来的??能告诉我为毛要等这么久吗??为毛呢??店里只有我一桌客人??千层榴莲??46一块儿??一般吧??榴莲肉肉也不是很多,2
口味不错，服务态度点赞！！！以后给我优惠,4
服务员服务态度极差，并且告诉我们投诉她的话就上大众点评差评。这的一身傲气我给满分！,1
逛累了过来休息休息，环境不错，特别适合闺蜜小聚，人挺多的，但是座位安排布置的挺温馨，不会显得很乱。点了两个饮品，微信点餐，名字都挺好听，比较有新意，就是点完就忘了。抹茶冰乐好大一杯，顶着厚厚的奶油，撒上抹茶粉，好看更好喝。果汁饮品像鸡尾酒的颜色，一层一个口味一层一个颜色。下次可以试试菜品类，看起来都挺不错的样子。,4
适合聚会??海鲜略少??菜品比较丰富??服务相当好,4
大拉皮每桌必点??非常大一份金牌烤蛏子??肉质很棒??很香烤肉??有点咸??但是味道好,5
"味道不错,就是稍微有点咸,手抓饼不错",5
什么店啊，喝杯酸梅汁，酸梅汁还是热的，喝出了螺钉，还不承认是机器的故障，这是怎么做餐饮的，业界良心呢？？？,1
鼎鼎有名的娜娜家！周一下午不用排队，奶酪罐子赞赞哒～但是饮品真的不怎样,4
第二次跟同事去的，中午人很多，服务员典型忙不过来。食物味道还可以，就是刚吃完没多久就拉肚子了，估计是不干净吧。。。唉！！应该不会再去了。。。,2
一直没觉得多好！去大悦城逛街累了找不到歇脚的地儿，点了奶茶就是奶精冲的似的。彩虹蛋糕就是大奶油加大凉皮。可能都是奶，吃完回家就恶心。。。那天去人还特别吵特别晒。,1
价格涨了点。啤酒没有黑啤了，只有小麦的，掺的水有点多了。其他还是不错。,2
过号作废是应该的，但是你宁可喊空号，没人进，也让等着，是不是有点浪费资源呢？别忘了规矩是死的，人是活的！！要不是孩子非得吃，根本不会来。菜的味道也不去之前了，环境卫生就更不用说了……,1
菜品很一般，服务也不是很好，菜品不太干净，虾连虾线也没有去,1
还可以吧。团购比较合适。不错不错不错不错。,5
9月3日中午去水游城吃汉巴味德因为我和爱人吃了扇贝，当天夜里出现拉水呕吐和发烧症状！因我吃的扇贝较多我的病情最重！孩子没吃什么事情没有！希望汉巴味德把号菜品质量关！以后我也不会去吃了！,2
冲着点评来的，看到这么多好评，以为很好吃。但是出乎意料地，菜一点也不好吃。而且感觉肉嫩的不正常，像是泡发的，要么就是嫩肉粉放多了。卫生状况一般，倒垃圾的小哥端着垃圾桶经过餐桌，很影响食欲。店面很小，觉得是网红店。如果大众点评给好评，可以得到五元红包，这就是大家违心给好评的原因。,1
真没感觉特别好，也许是吃不惯巴西烤肉，吃了一点就饱了,4
菜点多了不提醒，及时发现协调退说已经配好了。旁边桌后来的刚点和我们一样的菜，然后等了好久一起上桌的！一点儿都不诚信的店家～开始两盘菜味道还好，后面的柒号肉丝过甜！馕炒肉打死卖盐的了～感觉就是立顿奶茶冲的居然22那么贵。居然还理直气壮的和我们说就是不提供发票。真想举报偷税漏税啊，太垃圾了！,1
觉得菜品味道太咸，上菜太慢，服务态度不好,1
服务态度好，菜也很不错，竟能把耗油用得出神入化,5
大众点评是要砸了自己招牌吧，以前8口味的馆子就很好，现在这种也能上9？馋鱼蜜虾还能凑合吃，别的一塌糊涂，酒精类的就是水加糖精加酒精，奶茶水死了,1
大悦城的环境当然好，周一中午居然没有正餐，点的零食虽然也能吃饱，高热量你懂的。要了份小炖肉，微味道很赞，特别想就米饭，可是没有。其它都是常吃的，彩虹沙拉，巧克力杏仁华夫饼，蓝天白云的特饮，味道和其他店没差，好吃没说的，就是贵啊,5
已经很多次了，总体还是一样，还是很喜欢,4
挺好的，品种齐全，味道不错。服务周到。和家人去了几次了,5
菜都是提前炒出来的，像是拿微波炉加热的，端上来连碟子边都是热的，去过一次不会再去了,2
这是第二次来了，第一次两点多来的，告知主食主菜没有，以为是来晚了，今天又来一次，依然没有主菜跟主食，告知得四点以后才有，没办法点其他的，点五个得有三个没有，喝的点了好几个也没有，因为是吧台点餐，好容易点好了再回去座位被人占了，服务员说了好久才让那桌客人挪开，蛋糕应该不是当天的，又凉又硬，边上都有点干了。沙拉一个小时才上，催了好几次被告知做了一半了，海鲜芒果沙拉，牛油果是生的，海鲜没找到，也没有看到几桌客人，这么简单的沙拉不用做一小时这么夸张吧，这顿饭吃的，哎,2
来了好几次了，觉得人多来这里吃很热闹，很喜欢他家的蜜汁梅肉，还有烤生蚝，其他小菜也都很好，种类繁多，和这个价格比较相配，我闺女特别喜欢他家的棉花糖，真是哄娃神器！唯一不足的就是送肉的小哥每次都给的比较少让给多来点儿给的也不是特别多！！,4
之前听朋友说这家店很不错，而且每次去恒隆都是大长队，但是上周末去服务感觉很不怎么样。菜单标注的很不清楚，很多菜看起来像是菜，上来全是大量汤水的炖菜，但是我们点了四菜一汤。最终上来四汤一菜，很是无语。关键是服务员也不给建议，上来菜我们很傻眼，服务员还偷笑…哎。感觉顿时不好啦。其他的服务都还行，收银姐姐也挺好哒。但是对那个偷偷笑却不给客人建议的小姑娘服务员很是讨厌。,1
很早去就开始等位了，感觉应该好吃，结果进去口感并没有觉得惊艳，很一般的味道，服务员口音很重，说了好几遍才听懂说的什么……里面都是小桌，摆的很挤，环境很嘈杂，说说菜品，小吊梨汤--很稠，说是放了银耳和蜂蜜，银耳的味道很浓，没喝出梨汤的味道……干酪鱼--还可以，很爽口！豌豆黄--就是单纯的豌豆味，湿湿的，不是很甜，口感一般。杏仁豆腐--很硬，没有一点点的杏仁的味道，我们几乎没怎么吃，很不好吃！红豆凉糕--甜度适中，还可以。脱骨鸡--又贵又不好吃……很小一只鸡，68元！还没什么味道～也不脱骨！小吊豆腐--超级难吃！价格跟菜品很不搭，感觉不值这个价钱！总体来讲有种上当受骗的感觉，以后绝对不会再光顾！,2
自己点餐再送去吧台结账（餐前），朋友胃口不舒服，起点养胃茶还不行，醉了。,2
一直听说这家店很出名，排队虽然有27桌但是空桌多，半小时就到了。量真的太大了，两个人连一半都没吃完。疙瘩汤和大凉皮我觉得都是四人份吧。大家推荐的蛏子真的是非常好吃，我们两个人都吃干净了。手撕饼有点甜腻，我们不是很喜欢。另外，服务态度很好呢。,4
人特多的，室内有点热，菜一般般,4
哈哈，又吃到了，特别喜欢这个虾和肝尖，超好吃，肉龙也不错，肉特别多，总之下次还要去,5
恒隆店是我比较喜欢的一家店，基本上每周都会来一次，最近发现服务越来越差，菜品质量也越来越差，很失望……,1
不知道捧这家的是对美食怎样的一种热爱，天天排队，赶上有时间来拔个草吧，四十多块钱一份招牌奶酪罐子就这半杯稀汤顶着两条饼干，还点了一份焗饭据说还得等半小时才见面，是否应该有爱有期待～,2
盼了许久才盼到开业，地道京味馆子，在北京名气就不小，有多家分店，终于入驻天津，梨汤是很滋补的饮品，而京菜比南方菜口略重，又不会像津菜那么注重着色和味浓，所以总体来还比较喜欢！梨汤不是直甜的那种口感，应该是果子里熬制出的甘甜最多加入冰糖，略稠，最喜欢的菜应该是干酪鱼，有点相似布丁，但又有很浓的奶味，猪肝特别香，梨球虾酸甜口，香橙鱼果味比较浓，也是偏甜口，鸡肉没什么特别，豌豆黄是北京有名的小点了，不叫上一份总觉得没吃足了京味似的，环境复刻了北京的文化底蕴，是那种让人会常光顾的地方，长辈们大概都会喜欢，除了朋友小聚，带家人去吃也不错～,5
个人感觉甜筒不如以前浓了，希望一如既往吧！,5
