name,typ1,typ2,typ3,lon,lat
韩国料理,餐饮服务,外国餐厅,韩国料理,113.001125,28.174822
趴趴鲜生,餐饮服务,中餐厅,中餐厅,113.03132,28.19687
洲际·岸边(湘江店),餐饮服务,休闲餐饮场所,休闲餐饮场所,112.96704299999999,28.169246
马里奥(青山店),餐饮服务,糕饼店,糕饼店,112.90641399999998,28.208181
马里奥(解放中路店),餐饮服务,糕饼店,糕饼店,112.992074,28.190924
澳美琪法式烘焙,餐饮服务,糕饼店,糕饼店,113.034499,28.088672
拌饭王子(马栏山店),餐饮服务,外国餐厅,韩国料理,113.045166,28.231222
贝伦烘焙(云塘店),餐饮服务,糕饼店,糕饼店,112.999751,28.065771999999996
徐长兴烤鸭店(沁园店),餐饮服务,中餐厅,中餐厅,113.033829,28.204834
芙蓉华天美食娱乐城,餐饮服务,中餐厅,综合酒楼,113.003901,28.19523
佳佳蛋糕(长青路),餐饮服务,糕饼店,糕饼店,112.99802,28.295149
华雅美食广场(华雅国际大酒店),餐饮服务,中餐厅,中餐厅,113.030245,28.162167999999998
妹佗火锅,餐饮服务,中餐厅,火锅店,112.982518,28.223905
重庆泉水鱼庄(井湾子店),餐饮服务,中餐厅,海鲜酒楼,113.008338,28.125214
忆拾年湘食记,餐饮服务,中餐厅,湖南菜(湘菜),112.98053600000001,28.195689
湘侬寨(湘府中路店),餐饮服务,中餐厅,湖南菜(湘菜),112.995593,28.111809
面包树蛋糕,餐饮服务,糕饼店,糕饼店,113.037979,28.130233
nana寿司,餐饮服务,外国餐厅,外国餐厅,113.01835700000001,28.196906
素咖啡馆,餐饮服务,咖啡厅,咖啡厅|购物服务,113.00741399999998,28.206445000000002
罗莎蛋糕(板仓店),餐饮服务,糕饼店,糕饼店,113.078368,28.244079
无名粉店(韶山南路店),餐饮服务,中餐厅,中餐厅,112.99977700000001,28.138463
劳止亭茶庄,餐饮服务,茶艺馆,茶艺馆,113.00869399999999,28.207665000000002
尼汐小火锅,餐饮服务,中餐厅,火锅店,112.93274199999999,28.162636
老树咖啡(大瑶店),餐饮服务,咖啡厅,咖啡厅,113.724171,27.982446999999997
老树咖啡(上河店),餐饮服务,咖啡厅,咖啡厅,113.02898400000001,28.178939
蔡家土菜馆(麓谷大道),餐饮服务,中餐厅,中餐厅,112.89548500000001,28.204256
龚得包(朝阳店),餐饮服务,中餐厅,中餐厅,113.00713300000001,28.19081
渔铺(林大路六店),餐饮服务,中餐厅,海鲜酒楼,112.995201,28.129233000000003
罗蔓西饼(井湾子店),餐饮服务,糕饼店,糕饼店,113.00458,28.126504999999998
湖南大业食品,餐饮服务,快餐厅,快餐厅,112.991148,28.217682
胡记广东肠粉(建湘路旗舰店),餐饮服务,中餐厅,广东菜(粤菜),112.98516200000002,28.200810999999998
友谊大酒店(人民西路),餐饮服务,中餐厅,中餐厅,113.625224,28.136674
新怡园(贺龙店),餐饮服务,中餐厅,湖南菜(湘菜),112.98398700000001,28.179158
艾客思蛋糕(五一广场店),餐饮服务,餐饮相关场所,餐饮相关,112.97353500000001,28.194631
优比列俄罗斯餐厅,餐饮服务,外国餐厅,俄国菜,113.032397,28.189989
尊品牛排(7mall店),餐饮服务,外国餐厅,外国餐厅,112.975955,28.194571000000003
老街鱼嘴巴(远大店),餐饮服务,中餐厅,中餐厅,113.03268899999999,28.197983
1点点(玉兰路店),餐饮服务,冷饮店,冷饮店,112.91194899999999,28.210162
美洲风情巴西烧烤(装修中),餐饮服务,外国餐厅,巴西菜,112.979492,28.251092
马里奥(华晨店),餐饮服务,糕饼店,糕饼店,113.028691,28.167551
新不了锅火锅(步行商业街),餐饮服务,中餐厅,火锅店,112.97620800000001,28.191207000000002
你串我串串串火锅,餐饮服务,餐饮相关场所,餐饮相关,113.011219,28.206955999999998
快乐时光茶餐厅,餐饮服务,中餐厅,中餐厅,113.08063899999999,28.250107
麦当劳(雨花亭店),餐饮服务,快餐厅,麦当劳,112.99505,28.155703999999997
吴家土菜馆(望城大道),餐饮服务,中餐厅,中餐厅,112.829228,28.334992
青柚烘焙(麓谷店),餐饮服务,糕饼店,糕饼店,112.89321499999998,28.213289000000003
唐人食街,餐饮服务,中餐厅,中餐厅,113.07791999999999,28.224930999999998
星巴克咖啡(德思勤店),餐饮服务,咖啡厅,星巴克咖啡,113.01441499999999,28.111317
爱尚咖啡(长沙总店),餐饮服务,咖啡厅,咖啡厅,113.03153799999998,28.20247
山谷里的居民,餐饮服务,中餐厅,湖南菜(湘菜),112.995705,28.05156
咖啡之翼(阿波罗迷你店),餐饮服务,咖啡厅,咖啡厅,113.00903799999999,28.19687
韩大地自助烧烤城(黄兴路步行街店),餐饮服务,中餐厅,特色/地方风味餐厅,112.97611299999998,28.188713
老北京涮羊肉(枫林绿洲店),餐饮服务,中餐厅,火锅店,112.94663700000001,28.234228
鹿回头酒楼(东方之珠总店),餐饮服务,中餐厅,综合酒楼,113.018593,28.185683
星尚烘焙(车站南路店),餐饮服务,餐饮相关场所,餐饮相关,113.01175,28.157967
鲨鱼岛,餐饮服务,餐饮相关场所,餐饮相关,113.08153100000001,28.005734000000004
水上快艇,餐饮服务,餐饮相关场所,餐饮相关,113.084376,28.003959000000002
新江天,餐饮服务,中餐厅,综合酒楼|体育休闲服务,112.55578799999999,28.269202000000003
聚友美食,餐饮服务,中餐厅,中餐厅,112.54468600000001,28.243596000000004
贵州田记花江狗肉羊肉馆,餐饮服务,中餐厅,特色/地方风味餐厅,112.98261699999999,28.260634999999997
熊猫爱姨鸡爪,餐饮服务,餐饮相关场所,餐饮相关,112.988024,28.197631
海鲜大咖,餐饮服务,中餐厅,海鲜酒楼,112.953549,28.192411
湘雅杨记蒸菜(城南东路),餐饮服务,中餐厅,湖南菜(湘菜),113.00428400000001,28.176146999999997
湘西部落(锦绣华天店),餐饮服务,中餐厅,湖南菜(湘菜),112.986672,28.218624
古风山庄,餐饮服务,中餐厅,中餐厅,113.792078,28.219587
彭氏龙虾(岳麓区店),餐饮服务,中餐厅,海鲜酒楼,112.92158400000001,28.209463
德园(侯家塘店),餐饮服务,中餐厅,中餐厅,112.984798,28.169546
老文茶馆,餐饮服务,茶艺馆,茶艺馆,112.997421,28.148081
好食在渔夫火锅,餐饮服务,中餐厅,火锅店,112.98243799999999,28.143072999999998
皇家饼屋(西正街),餐饮服务,糕饼店,糕饼店,113.72135300000001,27.969087
木槿韩式自助烤肉(昌和店),餐饮服务,外国餐厅,韩国料理,113.111291,28.225857
天福食家(营盘中路店),餐饮服务,中餐厅,中餐厅,112.98803400000001,28.203711
罗森尼娜(解放西路店),餐饮服务,糕饼店,糕饼店,112.975632,28.191709999999997
湘茶阁,餐饮服务,茶艺馆,茶艺馆,112.99571399999999,28.150965000000003
么子烤肉(中山路店),餐饮服务,中餐厅,特色/地方风味餐厅,112.97992099999999,28.200515999999997
华盛泰(金赋店),餐饮服务,中餐厅,综合酒楼,112.98548799999999,28.170423
老头子糖油粑粑,餐饮服务,快餐厅,快餐厅,112.94532199999999,28.173708
咖啡洞(环宇城店),餐饮服务,咖啡厅,咖啡厅,112.98805300000001,28.068329
湘土情家菜生活馆(营盘东路),餐饮服务,中餐厅,湖南菜(湘菜),112.99575700000001,28.203954
八一桥原味粉馆(八一桥店),餐饮服务,快餐厅,快餐厅,112.98709299999999,28.19796
巴适火锅(涂家冲理工大学店),餐饮服务,中餐厅,中餐厅,112.98115800000001,28.153583
赛香西饼(格林星城店),餐饮服务,糕饼店,糕饼店,112.931574,28.210079999999998
海吃海喝(黄兴南路B区),餐饮服务,中餐厅,中餐厅,112.97596999999999,28.187956
新怡园(党校店),餐饮服务,中餐厅,综合酒楼,113.00051200000001,28.119839000000002
四季湘土菜馆(长沙市八医院住院部西南),餐饮服务,中餐厅,湖南菜(湘菜),113.00723400000001,28.192258000000002
老四川鱼馆(华鼎大酒店西南),餐饮服务,中餐厅,四川菜(川菜),112.990747,28.161521
嗷乐汉堡,餐饮服务,快餐厅,快餐厅,112.970853,28.166456
秦府大院,餐饮服务,中餐厅,综合酒楼,113.041669,28.232468
周记三码头嗦螺店(嗦啰店),餐饮服务,中餐厅,中餐厅,112.997248,28.115377000000002
梦想餐厅(蔡锷中路店),餐饮服务,休闲餐饮场所,休闲餐饮场所,112.980925,28.198180999999998
四毛土菜馆,餐饮服务,中餐厅,中餐厅,112.928541,28.210928000000003
洪记,餐饮服务,中餐厅,中餐厅,113.036596,28.204159999999998
老北京涮羊肉羊蝎子火锅(湖南省交通医院西南),餐饮服务,中餐厅,火锅店,112.987201,28.197955
missmiLk酸奶家族,餐饮服务,冷饮店,冷饮店,112.99371399999998,28.132720000000003
冰火楼(新韶西路店),餐饮服务,中餐厅,综合酒楼,112.97893,28.119415000000004
潇湘壹号壹玖香海鲜火锅,餐饮服务,中餐厅,火锅店,112.998759,28.197705
星城鱼馆,餐饮服务,中餐厅,海鲜酒楼,113.010026,28.234493
茶食轩新概念餐饮,餐饮服务,茶艺馆,茶艺馆,113.022364,28.178903000000002
七碗茶(状元洲路),购物服务,专卖店,专营店|餐饮服务,113.636271,28.135196
富红缘农家乐,餐饮服务,中餐厅,中餐厅,113.187973,28.206775
中国兰州牛肉拉面,餐饮服务,中餐厅,清真菜馆,112.99498200000001,28.161528999999998
湘一家美食城(紫金店),餐饮服务,中餐厅,中餐厅,112.553946,28.259707000000002
阿庆餐馆(解放西路),餐饮服务,中餐厅,中餐厅,112.98504799999999,28.190728999999997
苦瓜烧鱼,餐饮服务,中餐厅,中餐厅,112.98812,28.177065999999996
爱沫·咖啡·电影,餐饮服务,咖啡厅,咖啡厅,112.933625,28.163842
白果园31号公馆,餐饮服务,中餐厅,湖南菜(湘菜),112.977942,28.188859000000004
罗莎蛋糕(候家塘西店),餐饮服务,糕饼店,糕饼店,112.983897,28.172595
大碗厨(湘江世纪城店),餐饮服务,中餐厅,中餐厅,112.980696,28.254494
罗莎蛋糕(上东印象店),餐饮服务,糕饼店,糕饼店,113.018171,28.208340999999997
帅哥烧饼(登高路店),餐饮服务,中餐厅,特色/地方风味餐厅,112.94279399999999,28.178525
湘水谣四方河鱼馆(四方坪店),餐饮服务,中餐厅,湖南菜(湘菜),113.00693899999999,28.2366
湘都美食,餐饮服务,中餐厅,湖南菜(湘菜),112.554266,28.262508
湘里我家食府(宁乡店),餐饮服务,中餐厅,湖南菜(湘菜),112.551546,28.248960999999998
瑶族山寨(旗舰店),餐饮服务,中餐厅,湖南菜(湘菜),112.98403700000001,28.197876
互动时光,餐饮服务,冷饮店,冷饮店,112.972779,28.172565999999996
金麦香蛋糕坊(生物机电店),餐饮服务,糕饼店,糕饼店,113.088249,28.18672
香缇(世嘉店),餐饮服务,糕饼店,糕饼店,113.037173,28.184673999999998
小嘴巴泡菜(商学院店),餐饮服务,中餐厅,中餐厅,112.91646599999999,28.218709999999998
北京老诚一锅羊蝎子火锅城,餐饮服务,中餐厅,火锅店,112.998726,28.122659999999996
徐记海鲜(红星店),餐饮服务,中餐厅,海鲜酒楼,113.00287900000001,28.114721999999997
片片鱼自助火锅(涉外店),餐饮服务,中餐厅,火锅店,112.869856,28.202367
金牛角王(奥克斯广场),餐饮服务,咖啡厅,咖啡厅,112.95451200000001,28.223038
九子香辣蟹跳跳蛙,餐饮服务,中餐厅,海鲜酒楼,112.972305,28.179837
汉釜宫韩式烤肉(朝晖路),餐饮服务,外国餐厅,韩国料理,113.028907,28.177093
大斌家串串火锅(朝阳店),餐饮服务,中餐厅,火锅店,113.00844099999999,28.188988000000002
人民公社大食堂(五一小区店),餐饮服务,中餐厅,中餐厅,113.02371799999999,28.183851
日日红饭店,餐饮服务,中餐厅,中餐厅,113.66511299999999,28.201023
金岸学生食堂,餐饮服务,中餐厅,清真菜馆,113.08596999999999,28.184804999999997
呷好恰好,餐饮服务,中餐厅,中餐厅,112.951128,28.252640999999997
君庭中餐馆(晚报大道店),餐饮服务,中餐厅,中餐厅,113.007108,28.206377000000003
曾娭毑酒楼(曾娭毑店),餐饮服务,中餐厅,综合酒楼,112.97449499999999,28.138777
老梅园大虾城(河西总店),餐饮服务,中餐厅,海鲜酒楼,112.91255,28.213098
厨炼潮州鲜牛肉火锅(梦泽园店),餐饮服务,中餐厅,火锅店,113.008458,28.206858
星巴克咖啡(长沙中海环宇城店),餐饮服务,咖啡厅,星巴克咖啡,112.98643,28.069063
叫了个鸡(井湾子店),餐饮服务,餐饮相关场所,餐饮相关,113.008296,28.122519
腾飞的螃蟹(悦方IDMall北区),餐饮服务,中餐厅,海鲜酒楼,112.975371,28.189967
一番回转寿司(奥克斯广场),餐饮服务,餐饮相关场所,餐饮相关,112.95517099999999,28.223645
上岛咖啡(文艺路店),餐饮服务,咖啡厅,上岛咖啡,112.99705900000001,28.191121999999996
人民公社大食堂(五一店),餐饮服务,中餐厅,综合酒楼,112.975954,28.197546999999997
澳门葡挞,餐饮服务,甜品店,甜品店,113.08413999999999,28.185
仟吉(雨花亭店),餐饮服务,糕饼店,糕饼店,112.995337,28.155462
仟吉(东塘东店),餐饮服务,糕饼店,糕饼店,112.99741100000001,28.168274
仟吉(人民中路店),餐饮服务,糕饼店,糕饼店,113.006514,28.185439000000002
七号菜馆(曙光路店),餐饮服务,中餐厅,湖南菜(湘菜),113.00093400000002,28.172553000000004
冰火楼(梦泽园店),餐饮服务,中餐厅,中餐厅,113.008478,28.207138
新长福(诚兴园店),餐饮服务,中餐厅,中餐厅,112.92287900000001,28.229430999999998
广殿渔村,餐饮服务,中餐厅,海鲜酒楼,113.03423799999999,28.249716999999997
老湘食酒楼(新建西路),餐饮服务,中餐厅,湖南菜(湘菜),112.99283100000001,28.15485
美丽人生中西餐厅(富豪店),餐饮服务,外国餐厅,西餐厅(综合风味),112.55361599999999,28.265266999999998
看了又看(中山亭店),餐饮服务,外国餐厅,韩国料理,112.97537700000001,28.204638
长沙十胜川日本料理(北辰店),餐饮服务,外国餐厅,日本料理,112.97868400000002,28.235478999999998
粥天下,餐饮服务,中餐厅,中餐厅,113.00066499999998,28.220376
肯德基(双拥路店),餐饮服务,快餐厅,肯德基,113.00388000000001,28.23739
粥庄(坡子街店),餐饮服务,中餐厅,中餐厅,112.973448,28.190692
罗莎蛋糕(友谊路店),餐饮服务,糕饼店,糕饼店,113.003068,28.125144
罗莎蛋糕(汽配城店),餐饮服务,糕饼店,糕饼店,113.06222,28.225267
猫のhome,餐饮服务,咖啡厅,咖啡厅,112.936802,28.165489
竹淇茶馆(青园店),餐饮服务,茶艺馆,茶艺馆,112.993821,28.12448
韩玛露炭火烤肉(怡长街),餐饮服务,外国餐厅,韩国料理,112.975293,28.19469
太傅茶馆,餐饮服务,茶艺馆,茶艺馆,112.97198200000001,28.194111
Pizza·Mo手工披萨(东塘店),餐饮服务,快餐厅,快餐厅,112.999679,28.172145
大连海鲜私房菜馆,餐饮服务,中餐厅,海鲜酒楼,112.998545,28.184908
吉利蛋糕(圭塘二小区店),餐饮服务,糕饼店,糕饼店,113.041702,28.139391999999997
正宗津市牛肉粉(泉源路店),餐饮服务,中餐厅,中餐厅,113.11333300000001,28.215895
WOW西餐吧(梅溪湖店),餐饮服务,外国餐厅,西餐厅(综合风味),112.90676100000002,28.206968
向群锅饺双燕楼馄饨(芙蓉南路店),餐饮服务,中餐厅,特色/地方风味餐厅,112.971969,28.144753
千君醉柴房(银杉路店),餐饮服务,中餐厅,中餐厅,112.951315,28.238691999999997
北方食府(白沙路),餐饮服务,中餐厅,中餐厅,112.98603200000001,28.186645000000002
冰火楼(岳华路店),餐饮服务,中餐厅,综合酒楼,112.94695,28.229523999999998
秦皇食府(市府店),餐饮服务,中餐厅,综合酒楼,112.94568899999999,28.226388
秦皇食府(沿江店),餐饮服务,中餐厅,综合酒楼,112.972225,28.207110999999998
仟吉(新城新世界店),餐饮服务,糕饼店,糕饼店,113.023172,28.157473
味道江湖(城东店),餐饮服务,中餐厅,中餐厅,113.114925,28.245815000000004
力力渔港(香樟路店),餐饮服务,中餐厅,海鲜酒楼,113.005835,28.136538
湘都酱板鸭(蔡锷店),餐饮服务,餐饮相关场所,餐饮相关,112.98115,28.194746000000002
台湾苏氏牛排(浏阳河畔店),餐饮服务,外国餐厅,牛扒店(扒房),113.031645,28.207635999999997
星巴克咖啡(雨花亭店),餐饮服务,咖啡厅,星巴克咖啡,112.99528500000001,28.154788
华天食街,餐饮服务,中餐厅,湖南菜(湘菜),112.99887,28.190979
西施烤活鱼,餐饮服务,中餐厅,中餐厅,112.55906,28.264844
一盏灯餐饮店,餐饮服务,中餐厅,湖南菜(湘菜),112.993169,28.1557
八+八台湾珍珠奶茶,餐饮服务,冷饮店,冷饮店|购物服务,112.985654,28.189749
罗莎蛋糕(荷花园店),餐饮服务,糕饼店,糕饼店,113.02893999999999,28.191743
高高龙城(分店),餐饮服务,中餐厅,中餐厅,112.55525700000001,28.262473999999997
肯德基(西站店),餐饮服务,快餐厅,肯德基,112.91186299999998,28.209184999999998
食八达家宴楼,餐饮服务,中餐厅,综合酒楼,113.01230100000001,28.25246
甜甜圈咖啡(王府花园店),餐饮服务,咖啡厅,咖啡厅,113.008439,28.212021000000004
妈的厨房(宁乡店),餐饮服务,中餐厅,中餐厅,112.555174,28.261328000000002
酒拾烤肉(河西店),餐饮服务,中餐厅,特色/地方风味餐厅,112.93291799999999,28.214395
福临饭店(维一店),餐饮服务,中餐厅,中餐厅,112.99678700000001,28.187732
王娭毑土菜馆(望城坡店),餐饮服务,中餐厅,中餐厅,112.913848,28.212375
星巴克咖啡(平和堂店),餐饮服务,咖啡厅,星巴克咖啡,112.994775,28.170582
呷铺(万家丽北路店),餐饮服务,中餐厅,湖南菜(湘菜),113.039657,28.228027
罗莎蛋糕(八一店),餐饮服务,糕饼店,糕饼店,113.003798,28.197028000000003
兰州正宗拉面,餐饮服务,快餐厅,快餐厅,113.183869,28.227465000000002
绝味鸭脖(友谊路店),餐饮服务,餐饮相关场所,餐饮相关,112.99534399999999,28.125166999999998
萌喵Coffee And Bar,餐饮服务,咖啡厅,咖啡厅,112.970929,28.188228000000002
大碗厨(火星店),餐饮服务,中餐厅,中餐厅,113.01930300000001,28.202353999999996
秦皇食府(星沙店),餐饮服务,中餐厅,综合酒楼,113.085024,28.243381
盐烧肉酒场(海信广场店),餐饮服务,外国餐厅,日本料理,112.970119,28.190542999999998
咖喱一家(财院店),餐饮服务,外国餐厅,日本料理,112.92428999999998,28.200067999999998
美好食光家常菜海鲜,餐饮服务,中餐厅,海鲜酒楼,112.99138300000001,28.170231
曹大勺口味湘菜(湘湖路店),餐饮服务,中餐厅,湖南菜(湘菜),113.01213999999999,28.20516
山越山(浏阳河店),餐饮服务,中餐厅,湖南菜(湘菜),113.04593700000001,28.193384000000002
家厨老妈,餐饮服务,中餐厅,中餐厅,112.996137,28.190094000000002
李记活鱼王(多吃鱼总店),餐饮服务,中餐厅,海鲜酒楼,113.079806,28.240271000000003
双燕楼百年馄饨,餐饮服务,中餐厅,综合酒楼|餐饮服务,112.973577,28.190664
海世盛楼海鲜加工坊,餐饮服务,中餐厅,海鲜酒楼,113.072052,28.193697999999998
艾客思蛋糕(友谊路店),餐饮服务,糕饼店,糕饼店,112.971282,28.125825
沁和会馆,餐饮服务,茶艺馆,茶艺馆,112.99768799999998,28.18964
食尚阳光,餐饮服务,中餐厅,中餐厅,112.936655,28.142451
唐氏卤味大王(圭斋西路),餐饮服务,餐饮相关场所,餐饮相关,113.62971499999999,28.141849
怡清源茶艺馆(井湾路),餐饮服务,茶艺馆,茶艺馆,113.01169399999999,28.125787
辰午山庄,餐饮服务,中餐厅,中餐厅,113.087195,28.030388000000002
海道打边炉(湘府中路店),餐饮服务,中餐厅,火锅店,112.98845700000001,28.111649
醉太羊(万家丽mall店),餐饮服务,中餐厅,火锅店,113.031529,28.190603999999997
八喜蛋糕(车站南路店),餐饮服务,餐饮相关场所,餐饮相关,113.00941399999999,28.171484999999997
清真兰州拉面(德思勤店),餐饮服务,中餐厅,清真菜馆,113.00992600000001,28.113144000000002
重庆巴蜀石锅鱼(中南店),餐饮服务,中餐厅,四川菜(川菜),113.06158300000001,28.234396000000004
回家(蔡锷路店),餐饮服务,中餐厅,中餐厅,112.980787,28.188118
肯德基(芙蓉中路店),餐饮服务,快餐厅,肯德基,112.987136,28.223834000000004
茶马遗风(三兴街店),餐饮服务,中餐厅,特色/地方风味餐厅,112.973712,28.192244
娟娟餐馆(南阳街店),餐饮服务,中餐厅,湖南菜(湘菜),112.978276,28.197053000000004
花之林人文茶馆(步步高店),餐饮服务,茶艺馆,茶艺馆,112.935847,28.219951000000002
肯德基(弘林店),餐饮服务,快餐厅,肯德基,112.98517199999999,28.165671999999997
罗家臭豆腐(黄兴南路店),餐饮服务,餐饮相关场所,餐饮相关,112.97653500000001,28.189475
膳食香锅,餐饮服务,中餐厅,四川菜(川菜),112.33811000000001,27.982104999999997
茶颜悦色(富兴一店),餐饮服务,冷饮店,冷饮店,112.987945,28.214461
西域巴依美食,餐饮服务,中餐厅,中餐厅,113.02819099999999,28.178554
宫廷御点,餐饮服务,糕饼店,糕饼店,112.981949,28.168789
神龙大酒店(东沩西路),餐饮服务,中餐厅,中餐厅,112.561981,28.264881
彬彬特色饭馆,餐饮服务,快餐厅,快餐厅,112.567357,28.265276
玩味食尚(马栏山店),餐饮服务,快餐厅,茶餐厅,113.044481,28.233482000000002
天益家庭旅馆(天华中路),餐饮服务,中餐厅,中餐厅,113.08126299999999,28.231232000000002
湘蟹源(太平街店),餐饮服务,中餐厅,海鲜酒楼,112.97186299999998,28.192963
老陈头老北京涮羊肉(东屯渡桥西店),餐饮服务,中餐厅,火锅店,113.041374,28.198584000000004
百姓人家(山水南雅店),餐饮服务,中餐厅,中餐厅,112.995928,28.039506
双溪饭店,餐饮服务,中餐厅,综合酒楼,113.145779,27.996768
天意酒店,餐饮服务,中餐厅,中餐厅,112.98851599999999,28.00341
花之林人文茶馆(融科檀香山店),餐饮服务,快餐厅,茶餐厅,113.04517,28.165421000000002
肯德基(西站商业广场店),餐饮服务,快餐厅,肯德基,112.913803,28.20774
好食厨,餐饮服务,中餐厅,中餐厅,112.96919799999999,28.338240000000003
老四川石锅鱼(大润发店),餐饮服务,中餐厅,四川菜(川菜),112.555652,28.259056
虾佬顶汤海鲜酒楼,餐饮服务,中餐厅,海鲜酒楼,112.987505,28.218919
京鹿料理(人民西路店),餐饮服务,外国餐厅,日本料理,112.97376100000001,28.188593
高原姑娘西北菜牛肉面(高桥店),餐饮服务,中餐厅,西北菜|餐饮服务,113.023445,28.173631
上远寿司(涉外总店),餐饮服务,外国餐厅,日本料理,112.87102800000001,28.203969
新一番寿司(万家丽广场店),餐饮服务,外国餐厅,日本料理,113.03151299999999,28.190389
新化人家(天园小区东北),餐饮服务,中餐厅,中餐厅,113.072181,28.200218
柴火饭庄,餐饮服务,中餐厅,中餐厅,112.92819399999999,28.412715000000002
牛排(步步高生活广场),餐饮服务,餐饮相关场所,餐饮相关,112.92563200000001,28.160491999999998
杨裕兴百年粉面(溁湾镇店),餐饮服务,中餐厅,中餐厅,112.951454,28.193799
米莎贝尔(香樟店),餐饮服务,糕饼店,糕饼店,113.00831799999999,28.136169
炊烟时代小炒黄牛肉(五一华府店),餐饮服务,中餐厅,湖南菜(湘菜),112.97935700000001,28.193648
正粤粥铺(窑岭店),餐饮服务,中餐厅,中餐厅,112.997727,28.185353999999997
罗莎蛋糕(华天店),餐饮服务,糕饼店,糕饼店,113.000419,28.190853000000004
马里奥(书院南路店),餐饮服务,糕饼店,糕饼店,112.97270900000001,28.142155
正宗兰州拉面(朝阳路),餐饮服务,中餐厅,清真菜馆,113.010993,28.189933
好好香锅(五里牌店),餐饮服务,中餐厅,火锅店,113.01258100000001,28.198112
中国兰州牛肉拉面(一品东庭店),餐饮服务,中餐厅,清真菜馆,113.021401,28.182536
韩国石锅拌饭年糕辛拉面(湖南农大店),餐饮服务,中餐厅,中餐厅,113.085605,28.186476000000003
鲁哥饭店,餐饮服务,中餐厅,中餐厅,112.976879,28.208381
杨裕兴粉面(古曲路形象店),餐饮服务,中餐厅,老字号,113.03853600000001,28.165413
桥头酒家,餐饮服务,中餐厅,综合酒楼,113.49144,28.398087
花象日料(湘江世纪城店),餐饮服务,外国餐厅,日本料理,112.980975,28.24888
食如意,餐饮服务,中餐厅,综合酒楼,113.007944,28.232443
地下餐厅(麓山南路),餐饮服务,中餐厅,中餐厅,112.93871200000001,28.165551
杨裕兴(岳麓山店),餐饮服务,中餐厅,老字号,112.942456,28.178675
驴香食府,餐饮服务,中餐厅,中餐厅,112.93014299999999,28.207208
徐记海鲜(新长海店),餐饮服务,中餐厅,海鲜酒楼,113.075722,28.227527000000002
黄兴广场,购物服务,特色商业街,步行街,112.976358,28.188342
平和堂(五一广场店),购物服务,商场,普通商场,112.977003,28.194474
平和堂(东塘店),购物服务,商场,普通商场,112.994483,28.170801
阿波罗商业广场,购物服务,商场,普通商场,113.00968799999998,28.196589000000003
德思勤城市广场,购物服务,商场,购物中心,113.01130400000001,28.111704
高桥大市场,购物服务,综合市场,综合市场,113.024546,28.172402
凯德广场(新建东路),购物服务,商场,普通商场,112.995309,28.154260999999998
友谊商城(东塘店),购物服务,商场,普通商场,112.995255,28.168423999999998
万达广场(开福店),购物服务,商场,购物中心,112.970946,28.198375
家润多(朝阳店),购物服务,超级市场,超市,113.006653,28.184437
望城步行街,购物服务,特色商业街,步行街,112.82083,28.357082000000002
井湾子家具广场,购物服务,家居建材市场,家具城,113.00638799999999,28.124986
三湘大市场,购物服务,综合市场,综合市场,113.01705700000001,28.201722999999998
友阿奥特莱斯,购物服务,商场,购物中心,112.99384599999999,28.071012
上河国际商业广场,购物服务,商场,购物中心,113.02909,28.177749
都正街,购物服务,特色商业街,特色商业街,112.98150700000001,28.186883
步步高广场(金星店),购物服务,商场,普通商场,112.93574299999999,28.218506
庙街,购物服务,特色商业街,步行街,112.975898,28.19572
大润发(芙蓉店),购物服务,超级市场,超市,113.02971000000001,28.185159000000002
中天国际通讯广场,购物服务,家电电子卖场,手机销售,112.982773,28.195558000000002
长沙定王台书市,购物服务,专卖店,书店,112.98553400000002,28.190396000000003
国美电器(青园店),购物服务,家电电子卖场,国美,112.986651,28.133715000000002
新天地(步行商业街),购物服务,商场,普通商场,112.976673,28.187848
红星水果批发市场,购物服务,综合市场,果品市场,113.01914599999999,28.108178000000002
贝贝熊孕婴童(马王堆中路),购物服务,专卖店,儿童用品店,113.02589499999999,28.187463
通程商业广场,购物服务,商场,购物中心,113.030276,28.138182
金满地商业街A区,购物服务,特色商业街,特色商业街,112.976597,28.200104
优衣库(悦方ID店),购物服务,服装鞋帽皮具店,品牌服装店,112.975209,28.190252
乐和城,购物服务,商场,购物中心,112.976633,28.19919
菲菲毛巾(德雅路),购物服务,家居建材市场,布艺市场,113.01255400000001,28.228056
世纪金源购物中心(湘江北路),购物服务,商场,购物中心,112.979492,28.251092
孩子王(万达广场),购物服务,专卖店,儿童用品店,112.970995,28.199184999999996
悦方ID Mall,购物服务,商场,购物中心,112.97505,28.189639
国美电器(湖南侯家塘旗舰店),购物服务,家电电子卖场,国美,112.985056,28.174539000000003
国美电器(长沙步行街中心广场店),购物服务,家电电子卖场,国美,112.97591899999999,28.187869
万家丽国际购物广场,购物服务,商场,购物中心,113.03173799999999,28.1903
创业步行街(科教路),购物服务,特色商业街,步行街,113.087129,28.186953000000003
步步高(东塘店),购物服务,家电电子卖场,数码电子,112.997945,28.167223
卢卢娃(八一路店),购物服务,专卖店,儿童用品店,112.999829,28.197775
红星大市场,购物服务,综合市场,综合市场,113.01619199999999,28.108033000000002
新华书店(芙蓉中路店),购物服务,专卖店,书店,112.986852,28.190355
叮叮mall,购物服务,商场,商场,112.98231100000001,28.175409000000002
